type,name,module,path,hash
"csv","agent-manifest","_config","_config/agent-manifest.csv","1d725a6ca49ad85eaae67c013727fe5061e55914a92d66b650b7ed21037fd29c"
"csv","task-manifest","_config","_config/task-manifest.csv","98a5690505c0373efaaf6bf7bd306f2e9a1cd3b937deb1268cda54377ec622a2"
"csv","workflow-manifest","_config","_config/workflow-manifest.csv","4c05e9576131c404b20838d5889a1108c32a3a4d2041885f291077728bc435fb"
"yaml","manifest","_config","_config/manifest.yaml","88e5543b66039770c2af6e0beef928899c8f41d46c03dbb97f4206a68a480f17"
"csv","common-workflow-tools","bmb","bmb/docs/workflows/common-workflow-tools.csv","f16a0b207617fab1a3f0aa7b65f1b65d828101530daf93fd9cf4931b1c12d5ca"
"csv","communication-presets","bmb","bmb/workflows/create-agent/data/communication-presets.csv","1d40b718418c672b19700516f03479dce199fb3646ff26250536e42113a91224"
"csv","dietary-restrictions","bmb","bmb/reference/workflows/meal-prep-nutrition/data/dietary-restrictions.csv","ccde18712553d55ea63ca85d6d1f10e74086d4f47a03dec65141d4bb9942592b"
"csv","dietary-restrictions","bmb","bmb/workflows/create-agent/data/reference/workflows/meal-prep-nutrition/data/dietary-restrictions.csv","ccde18712553d55ea63ca85d6d1f10e74086d4f47a03dec65141d4bb9942592b"
"csv","kb","bmb","bmb/docs/agents/kb.csv","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"csv","kb","bmb","bmb/docs/workflows/kb.csv","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"csv","macro-calculator","bmb","bmb/reference/workflows/meal-prep-nutrition/data/macro-calculator.csv","6f218ae98911f5c2200a72c94cf85a45a4928a6d3208a23acf9c2e34b06e494c"
"csv","macro-calculator","bmb","bmb/workflows/create-agent/data/reference/workflows/meal-prep-nutrition/data/macro-calculator.csv","6f218ae98911f5c2200a72c94cf85a45a4928a6d3208a23acf9c2e34b06e494c"
"csv","recipe-database","bmb","bmb/reference/workflows/meal-prep-nutrition/data/recipe-database.csv","f97b38bc7405369cfd8a7d88b39708af8df2bcb9c9867313aef9e8b555291e88"
"csv","recipe-database","bmb","bmb/workflows/create-agent/data/reference/workflows/meal-prep-nutrition/data/recipe-database.csv","f97b38bc7405369cfd8a7d88b39708af8df2bcb9c9867313aef9e8b555291e88"
"js","installer.template","bmb","bmb/workflows/create-module/templates/installer.template.js","52e573290f20fbafa5030517bf5bd6c0d204f32cdac76fd1d3c4771fcc493695"
"md","agent-compilation","bmb","bmb/docs/agents/agent-compilation.md","3f732ddfec0689891c2dcd75a07154063b651b1cac89f22dd23e69aac0b8c319"
"md","agent-menu-patterns","bmb","bmb/docs/agents/agent-menu-patterns.md","281b5afa2db9e41944fe38818df5e7bd57a9f70f0d7496fff3215cb3f586769f"
"md","agent-plan.template","bmb","bmb/workflows/create-agent/templates/agent-plan.template.md","69ed1ae38c2cb73a2fe3a3da7e26842ef76d2a9f9faff2736975d2afc1c5d6b7"
"md","agent-validation-checklist","bmb","bmb/workflows/create-agent/data/agent-validation-checklist.md","7b1172ac27735a8adcd02448692b652bd6d089fdab3ea667b5bec7c724f240e9"
"md","agent.template","bmb","bmb/workflows/create-module/templates/agent.template.md","e4c0dcf00f8d1d7b1b24e630b7edede96762d3ef6981b94c06c4296d923c6d7b"
"md","architecture","bmb","bmb/docs/workflows/architecture.md","de280cfc4874fe03fe9d230c762a9c390d6c1300c37448136a539a13d31b6183"
"md","assessment-section","bmb","bmb/reference/workflows/meal-prep-nutrition/templates/assessment-section.md","9fa8380217ce2ecb29e05d4023e0e5c17c84b5880e9af92df45a57a7dc2f2fb1"
"md","assessment-section","bmb","bmb/workflows/create-agent/data/reference/workflows/meal-prep-nutrition/templates/assessment-section.md","9fa8380217ce2ecb29e05d4023e0e5c17c84b5880e9af92df45a57a7dc2f2fb1"
"md","brainstorm-context","bmb","bmb/workflows/create-agent/data/brainstorm-context.md","576d7a02935ef4e34bdc6476527b658d954bb490b8d09b09ef7e0cf58712d96f"
"md","checklist","bmb","bmb/workflows-legacy/edit-module/checklist.md","5d0db2b72253323da5ebe4482010073a98b60afb9e3198960884483b7342629f"
"md","checklist","bmb","bmb/workflows-legacy/module-brief/checklist.md","4710f9c7e48a1cb29b225d43955bf313271dc7f9bb471bfecb1a8edf5f57a10a"
"md","completion-summary","bmb","bmb/workflows/edit-workflow/templates/completion-summary.md","5fb732313bbf466c106e59c2c5d16d92be6e4f2a749fbd4f3d99415bddbeea1c"
"md","compliance-report","bmb","bmb/workflows/workflow-compliance-check/templates/compliance-report.md","01184bebdad49cc5b9a188f27b6998e7834de5c4dcdaa4f3d9f827a1b46d7037"
"md","csv-data-file-standards","bmb","bmb/docs/workflows/csv-data-file-standards.md","96fcc0e54f5607044adf0f50b10a5a74c12331b71469d5574765e635988406eb"
"md","expert-agent-architecture","bmb","bmb/docs/agents/expert-agent-architecture.md","e29ac1961aa6b7c98d45bc850c63082a027ab33e9a8ee7aff72d8964fde87826"
"md","expert-agent.template","bmb","bmb/workflows/create-agent/templates/expert-agent.template.md","654b522910208d60187cfd2160af9751d1978a8f36d3128c4f7475a8753a4d6a"
"md","improvement-goals","bmb","bmb/workflows/edit-workflow/templates/improvement-goals.md","d4f0b61a4a7327388ee23fac02e0cb3bf5fb34780f63d439aa060bc65a43fef4"
"md","improvement-log","bmb","bmb/workflows/edit-workflow/templates/improvement-log.md","3487cd5e19c56696e8c4bb92e45ee77a3f76bb70bb26509f751e39a7bdc79ca2"
"md","index","bmb","bmb/docs/agents/index.md","56b238a82146c781eff5af563b636e055442a258144dff53e2169c41a586476f"
"md","index","bmb","bmb/docs/index.md","d9fce9d88f6e6d2eea451e7f65c20f4d18886ab462099e441fae02717c2b1ff5"
"md","index","bmb","bmb/docs/workflows/index.md","2173158bd5155c24e9cd09ca94d1ac1c1d8f9aa542a63fafa57e156b324b8f15"
"md","info-and-installation-guide","bmb","bmb/workflows/create-agent/data/info-and-installation-guide.md","4a6ed038899b23c0a659c0de8bfd44979f49793a536c84cd1ab26dad44ff0ede"
"md","instructions","bmb","bmb/workflows-legacy/edit-module/instructions.md","4f28203157cf4a6b87ce932f33eef564c00da810e20d71030c9caa33c15b2dee"
"md","instructions","bmb","bmb/workflows-legacy/module-brief/instructions.md","6409d16e0fa00f82692e7e80d051a13de76e3e6af09013ea1c97e70fc6bf7038"
"md","intent-vs-prescriptive-spectrum","bmb","bmb/docs/workflows/intent-vs-prescriptive-spectrum.md","def3cd9e350556da9c602db93b2db34b9aa96d965ef51ab85499c414d4ea1564"
"md","module-plan.template","bmb","bmb/workflows/create-module/templates/module-plan.template.md","2bbdf9fbdb548f055a564ca8e4ec78ab86c2b4f33ef69689f2cd07f6d52e791d"
"md","nutrition-plan","bmb","bmb/reference/workflows/meal-prep-nutrition/templates/nutrition-plan.md","8622904f32a9de6e4a85059daa62f7a1277000df48d82b17eddfb39f25eb5a7d"
"md","nutrition-plan","bmb","bmb/workflows/create-agent/data/reference/workflows/meal-prep-nutrition/templates/nutrition-plan.md","8622904f32a9de6e4a85059daa62f7a1277000df48d82b17eddfb39f25eb5a7d"
"md","prep-schedule-section","bmb","bmb/reference/workflows/meal-prep-nutrition/templates/prep-schedule-section.md","1c770d8deb07863adee05fe91114ffe2f9b0d366d653f554c2cb39a847d3d3ed"
"md","prep-schedule-section","bmb","bmb/workflows/create-agent/data/reference/workflows/meal-prep-nutrition/templates/prep-schedule-section.md","1c770d8deb07863adee05fe91114ffe2f9b0d366d653f554c2cb39a847d3d3ed"
"md","profile-section","bmb","bmb/reference/workflows/meal-prep-nutrition/templates/profile-section.md","8f2df3ab5d41f229f401b153d54d67818e3205ef06b7ca5cfc6439f21112be74"
"md","profile-section","bmb","bmb/workflows/create-agent/data/reference/workflows/meal-prep-nutrition/templates/profile-section.md","8f2df3ab5d41f229f401b153d54d67818e3205ef06b7ca5cfc6439f21112be74"
"md","README","bmb","bmb/README.md","5bbe1c65c38fbce039ca375fd516d70594a50082bae19d4e6f66112d43898f6b"
"md","README","bmb","bmb/reference/agents/simple-examples/README.md","0de1d3738dffa9a1d400741e3777b32e2981bb091358cc5207f24951764b3e62"
"md","README","bmb","bmb/reference/README.md","fd0dcb1c9acd089b6855dcfc89a74c9c27e4b1637d3c2c2e8db4cde2fb1140eb"
"md","README","bmb","bmb/workflows/create-agent/data/reference/agents/expert-examples/journal-keeper/README.md","192965d472552081c2775100c08d0c508218c82da0d52e1bf5ed7f587b6aab18"
"md","README","bmb","bmb/workflows/create-agent/data/reference/agents/module-examples/README.md","63067112739d0e2a3d7c852809131b66de69ab329e0d689db80942f3be604909"
"md","README","bmb","bmb/workflows/create-agent/data/reference/agents/simple-examples/README.md","0de1d3738dffa9a1d400741e3777b32e2981bb091358cc5207f24951764b3e62"
"md","README","bmb","bmb/workflows/create-agent/data/reference/README.md","fd0dcb1c9acd089b6855dcfc89a74c9c27e4b1637d3c2c2e8db4cde2fb1140eb"
"md","README","bmb","bmb/workflows-legacy/edit-module/README.md","8131c966a8bd2ee74507b0c2fd335c0fd077ab5470c4649c69ba3bb88e850b4a"
"md","README","bmb","bmb/workflows-legacy/module-brief/README.md","a0d6d254b542da53a558a4dc3b05d9c65b0123cee643d9f1cc63365b5852df38"
"md","shopping-section","bmb","bmb/reference/workflows/meal-prep-nutrition/templates/shopping-section.md","8441562d59975a6126e27ef90cb20da97acacd4137b15bf47659c80838101b67"
"md","shopping-section","bmb","bmb/workflows/create-agent/data/reference/workflows/meal-prep-nutrition/templates/shopping-section.md","8441562d59975a6126e27ef90cb20da97acacd4137b15bf47659c80838101b67"
"md","simple-agent-architecture","bmb","bmb/docs/agents/simple-agent-architecture.md","0ef6c78e5474d1119cd7d72b9873ea38329ea242b4e47a65c94298dc9aa72889"
"md","simple-agent.template","bmb","bmb/workflows/create-agent/templates/simple-agent.template.md","e76a0ea7168dd0bb64a77a55cc2b7bee9e181cafea0f07ded0fb3a20e271449b"
"md","step-01-analyze","bmb","bmb/workflows/edit-workflow/steps/step-01-analyze.md","360cb56bee87bf50945034b81a13150ba7981370eeed98bede12316fc67a4267"
"md","step-01-brainstorm","bmb","bmb/workflows/create-agent/steps/step-01-brainstorm.md","9e6e9024c2f5b32832986b9598d6752be2dcdc29d0606ae19d2ced0f622a3371"
"md","step-01-discover-intent","bmb","bmb/workflows/edit-agent/steps/step-01-discover-intent.md","bd7031806d731249a2c248a00305065d6cff831c4e5d07a5b48d8b680b35b1d7"
"md","step-01-init","bmb","bmb/reference/workflows/meal-prep-nutrition/steps/step-01-init.md","8058362f48da7f2dd9e196b6464fb15f93b71041c87a51c2e6b6e7a50ae88a1a"
"md","step-01-init","bmb","bmb/workflows/create-agent/data/reference/workflows/meal-prep-nutrition/steps/step-01-init.md","eff78396b5a87634253c73162c2b0737f46c20671af513d4ff116b18191dd714"
"md","step-01-init","bmb","bmb/workflows/create-module/steps/step-01-init.md","a14251d6527708e33b94cef15bb4e742416d1896cef40c18320703a9f60fe549"
"md","step-01-init","bmb","bmb/workflows/create-workflow/steps/step-01-init.md","92187a35ac4c7e57591f5fffd47d95fe1851992f8737aa4d1343128beab6d479"
"md","step-01-init-continuable-template","bmb","bmb/docs/workflows/templates/step-01-init-continuable-template.md","ff1f7b7c225596a107c6ac009d0eecbbfe78f382fbea45a1e611ec1b305d9d6f"
"md","step-01-validate-goal","bmb","bmb/workflows/workflow-compliance-check/steps/step-01-validate-goal.md","2864a9c5e365e4db40ba94343b0f41f8520a1f5ac6051cedc968367876d62a8f"
"md","step-01b-continue","bmb","bmb/reference/workflows/meal-prep-nutrition/steps/step-01b-continue.md","2430ff5f270f529659584a78e3e96449f7cc175ab9b5d630929f7f09be66cedd"
"md","step-01b-continue","bmb","bmb/workflows/create-agent/data/reference/workflows/meal-prep-nutrition/steps/step-01b-continue.md","83b60078cbcb6bf0bef8e074d892d4f7e16464cdb0c0ad61fb7418563f3dc56a"
"md","step-01b-continue","bmb","bmb/workflows/create-module/steps/step-01b-continue.md","7b12a4503130fc9d6fbdff6cbedeffde3126ad7671119eddebd7d695ab16376b"
"md","step-02-analyze-agent","bmb","bmb/workflows/edit-agent/steps/step-02-analyze-agent.md","81ea03dcb391dc632f72cded18992d92fb50729394ab92ffe65c12ee46ca426e"
"md","step-02-concept","bmb","bmb/workflows/create-module/steps/step-02-concept.md","4ac4c256a08488aa93b49251343e13019ca236ce876b8bd0ee2b4b10990f482e"
"md","step-02-discover","bmb","bmb/workflows/create-agent/steps/step-02-discover.md","a706d4847e782484b0f564cae3cc1cb58d424770c1f313b57e67b89caa699ca8"
"md","step-02-discover","bmb","bmb/workflows/edit-workflow/steps/step-02-discover.md","bd20b53376643df8cb8cfdd4c6d3ef4c336593ce3e69dd77cec2992c9a3d3246"
"md","step-02-gather","bmb","bmb/workflows/create-workflow/steps/step-02-gather.md","ae9fc666783387d078201f48bc9e4ab2ecb06019ba78d3ef3974998bf4abe97e"
"md","step-02-profile","bmb","bmb/reference/workflows/meal-prep-nutrition/steps/step-02-profile.md","3ffc4d44a0a3a28341407a620a3adb04e9d6cbc12c3db3d7ddd076f2d88de47d"
"md","step-02-profile","bmb","bmb/workflows/create-agent/data/reference/workflows/meal-prep-nutrition/steps/step-02-profile.md","9ea32cc66bcdc5e3593bb0c395170003f5c184abb9d97648064a6a433306d39c"
"md","step-02-workflow-validation","bmb","bmb/workflows/workflow-compliance-check/steps/step-02-workflow-validation.md","ad29d1b369b197ff9f7639ded9efcbf01c496b546fa960c3f8798e6a3b74f224"
"md","step-03-assessment","bmb","bmb/reference/workflows/meal-prep-nutrition/steps/step-03-assessment.md","699b369ce61d9888ba66121b948258a066657651ea511ca64e8c5ce7ef896e48"
"md","step-03-assessment","bmb","bmb/workflows/create-agent/data/reference/workflows/meal-prep-nutrition/steps/step-03-assessment.md","2b2b641d468bc03b3d1f09753303bb6652eb7edc2cf83cb5c65e9666ab06332b"
"md","step-03-components","bmb","bmb/workflows/create-module/steps/step-03-components.md","1567621fcbdf9303cb3a590700d8c688e55849443452a26c8c97ae69764db3cf"
"md","step-03-improve","bmb","bmb/workflows/edit-workflow/steps/step-03-improve.md","e7c92f431fadbcd28edfe2e8405916a7fbc8ec0342414be3347220cc7509d597"
"md","step-03-persona","bmb","bmb/workflows/create-agent/steps/step-03-persona.md","d58819337d71fd9cfb7c4a50b5e48553b128f1f761fee9a4385f42226ed1d57f"
"md","step-03-propose-changes","bmb","bmb/workflows/edit-agent/steps/step-03-propose-changes.md","ab83d5ab271209343e28025f55de0f51fb7d75a5e0389258527ec910e34a91fe"
"md","step-03-step-validation","bmb","bmb/workflows/workflow-compliance-check/steps/step-03-step-validation.md","1edfdec18c182f7e86dcfe8316543153c47a881e7cd690c3223b87f7b933c401"
"md","step-03-tools-configuration","bmb","bmb/workflows/create-workflow/steps/step-03-tools-configuration.md","2ceba938beddb1e19b4c3c4be2d28c780323331985a24fa007e6248794bd7047"
"md","step-04-apply-changes","bmb","bmb/workflows/edit-agent/steps/step-04-apply-changes.md","d798b14492963c8cb7290fef845ad010ea872454b4366b0fc2bfca6815786811"
"md","step-04-commands","bmb","bmb/workflows/create-agent/steps/step-04-commands.md","ff58239ecf5538ca1ae38c9cdd0d62592b5eb3f1f6c4500dc4630feea41baf77"
"md","step-04-file-validation","bmb","bmb/workflows/workflow-compliance-check/steps/step-04-file-validation.md","43c9761cead0546e923b56a079aca027ed54a535de2c8867abd3753aaf3178c5"
"md","step-04-plan-review","bmb","bmb/workflows/create-workflow/steps/step-04-plan-review.md","75a09a932e6529d6c8b453a82172ba735c99790b0687c455a7f389d07269ab4f"
"md","step-04-strategy","bmb","bmb/reference/workflows/meal-prep-nutrition/steps/step-04-strategy.md","f18d2fdac85124729229af76c31edf1b6c612ad55dcb221ffd39bfa316910685"
"md","step-04-strategy","bmb","bmb/workflows/create-agent/data/reference/workflows/meal-prep-nutrition/steps/step-04-strategy.md","19727d6bffa826545589fbaa79ef3d6a9e08413cc312ce926e2d870a7f4df4ff"
"md","step-04-structure","bmb","bmb/workflows/create-module/steps/step-04-structure.md","8f06c7f0800f22c3868004b981524dbe2bc45ccad7505695db47466626a446d5"
"md","step-04-validate","bmb","bmb/workflows/edit-workflow/steps/step-04-validate.md","bfa6d36d3847da76014069164c31f374aac28fbf893efab9fe533684772b50fd"
"md","step-05-compliance-check","bmb","bmb/workflows/edit-workflow/steps/step-05-compliance-check.md","27e2b89468246b5f93e2e8fea572e816455ddac3452a49d97d8d602243e0a395"
"md","step-05-config","bmb","bmb/workflows/create-module/steps/step-05-config.md","bc70303e395ba83de0c041cabbc5c37460a377c0cbf91838bcdda5ee7623da0c"
"md","step-05-intent-spectrum-validation","bmb","bmb/workflows/workflow-compliance-check/steps/step-05-intent-spectrum-validation.md","45183f867f4311a1c90e286bec1180a34154c4c1eb642688903123318d213b2f"
"md","step-05-name","bmb","bmb/workflows/create-agent/steps/step-05-name.md","29edfbc66e4186bfbe67bb17f241ec917dc15dfb6453094fa091ad67c4691176"
"md","step-05-output-format-design","bmb","bmb/workflows/create-workflow/steps/step-05-output-format-design.md","600e2e25f2c6a77c53f7508dc8588659c3106e19c56a46b24f23eda1c7a18ad8"
"md","step-05-shopping","bmb","bmb/reference/workflows/meal-prep-nutrition/steps/step-05-shopping.md","f700836bf49414831b1ecf29cd729807efe34b8c13b753940d36daf223b701cc"
"md","step-05-shopping","bmb","bmb/workflows/create-agent/data/reference/workflows/meal-prep-nutrition/steps/step-05-shopping.md","83036b9dfce3cab3878802fb172aa6b74532a0c5754e4be654a432a458d36462"
"md","step-05-validate","bmb","bmb/workflows/edit-agent/steps/step-05-validate.md","2f314bafa61f41801f5e802c2724a156dcc059113c042e90743fe7ce81d2bd74"
"md","step-06-agents","bmb","bmb/workflows/create-module/steps/step-06-agents.md","07b7e93c167aa519da6dd48f7c6d599fdc2477b087d0cb2b761cf1fb91d3ed37"
"md","step-06-build","bmb","bmb/workflows/create-agent/steps/step-06-build.md","1fc68c964c252658a309e37a2d363827fe93937a2abe998820174b0271ccb994"
"md","step-06-design","bmb","bmb/workflows/create-workflow/steps/step-06-design.md","0d43bfcdc265617a8d59de3eed5e726c92affd863494a8556f94c8a4fe04a429"
"md","step-06-prep-schedule","bmb","bmb/reference/workflows/meal-prep-nutrition/steps/step-06-prep-schedule.md","f24e74a082a90d1a1f41c0fff1769b2f60336dd77aee2c05e6fee6998a65ecab"
"md","step-06-prep-schedule","bmb","bmb/workflows/create-agent/data/reference/workflows/meal-prep-nutrition/steps/step-06-prep-schedule.md","b18b331877cc7695673d7bd0fed6fcf4c0f44eb14ece43e353a2bcaf09f91519"
"md","step-06-web-subprocess-validation","bmb","bmb/workflows/workflow-compliance-check/steps/step-06-web-subprocess-validation.md","4c194ed722faed021d0b96be95445ee1ed9031a5951056583f5418450d83ace6"
"md","step-07-build","bmb","bmb/workflows/create-workflow/steps/step-07-build.md","da8be93c3e98548fa57bd99691e1438aaba5b6c8b37bdeafe7cd9e4ea59cd8af"
"md","step-07-holistic-analysis","bmb","bmb/workflows/workflow-compliance-check/steps/step-07-holistic-analysis.md","1abaf4b146f679fc222489ac974d90e4807c408b3eb2ff34f58400726d23bc54"
"md","step-07-validate","bmb","bmb/workflows/create-agent/steps/step-07-validate.md","88327ebddf0d80107eddb221d878f85de9b85707a9cd941b40251111b5d54acc"
"md","step-07-workflows","bmb","bmb/workflows/create-module/steps/step-07-workflows.md","cc553857a4e2de61ccade2b38cc98e53d34700bfb8844832efbf96a27b36f945"
"md","step-08-celebrate","bmb","bmb/workflows/create-agent/steps/step-08-celebrate.md","506eb8ff52b6cc3e7e5b469cfd400ca5e63df94b5348fec30cf2019fa556adfd"
"md","step-08-generate-report","bmb","bmb/workflows/workflow-compliance-check/steps/step-08-generate-report.md","c143bc4400ca3ae6f182bdc2186d1ffdf18dc8c2c10ec8db9db83d59d29d78af"
"md","step-08-installer","bmb","bmb/workflows/create-module/steps/step-08-installer.md","63c43671e9d832d6eb89bdfb8f0467028f75a74416abae9ea7ac58187bcdd065"
"md","step-08-review","bmb","bmb/workflows/create-workflow/steps/step-08-review.md","48e0194af3b92c615609dbebf1f6154974fc6e303f40d3bc9b0338ddb0f086ae"
"md","step-09-complete","bmb","bmb/workflows/create-workflow/steps/step-09-complete.md","e1e897ad82c21960cced791759d15f27eaae6fc8bda82623e3bc69c696a70afc"
"md","step-09-documentation","bmb","bmb/workflows/create-module/steps/step-09-documentation.md","469e8db2466b8b4add7ac3c92146450b7c635fe182d93551cb5445e4d75dd1f3"
"md","step-10-roadmap","bmb","bmb/workflows/create-module/steps/step-10-roadmap.md","545a1fe58d5af36eaceff52f617df50501fe32ede49eae4ac8e80cee2ece2c7d"
